zhTitle,title,cast,year,sourceYear,comment
英雄,hero,,2004,2004," ""*""*""*""**"":*:*:***""*""*""*""*:*:*:**:*:*¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙            "
英雄,hero,,2004,2004," I like this film. The picture of this film is good ,the action ,too. The story of this film is an outstanding one. It tells a story of one person and his country.            "
英雄,hero,,2004,2004," Simply one of the best movies ever made in my mind. I admit you have to be bright to figure this one out, and as you read the reviews you see many people didn't. This is totally a love story.......with the best special affects ever and a goodSimply one of the best movies ever made in my mind. I admit you have to be bright to figure this one out, and as you read the reviews you see many people didn't. This is totally a love story.......with the best special affects ever and a good amount of action. This is about loving so much you place another human being ahead of yourself or the welfare of a country beyond yourself. Believe me the ones that didn't enjoy this are the ones that love the ""Three Stooges"" and talk through all the movies in the theater.Great movie!… Expand            "
英雄,hero,,2004,2004, •¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡•¡¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¤¡¡            
英雄,hero,,2004,2004," This is a thought-provoking and visually beautiful piece of art. The story is surprising and the choreography is  great, I recommend this film to everyone.            "
英雄,hero,,2004,2004," $,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,》●》●》●》●》●》●》●》●》●》■》■》■》■》■》■》■            "
英雄,hero,,2004,2004, ●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●¡●:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;            
英雄,hero,,2004,2004, +++++++++++++×÷××÷÷÷××××××÷÷÷÷÷÷÷+++++×××××÷÷÷÷÷÷÷÷÷÷÷÷÷■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■            
英雄,hero,,2004,2004, 》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》¡********************************************************            
英雄,hero,,2004,2004, ⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙●■●■●■●■●■●■●■●■●$$$$$$$$$$$$$$$$$$$$$$$$$$$$%&%&%&%&%&%&%&%&%&%&%&%&%&%&            
英雄,hero,,2004,2004," There have been comparisons to Crouching Tiger, Hidden Dragon, these comparisons are perhaps inevitable, some say Crouching Tiger is superior, some say this is superior. I am not going to say which I prefer, both are masterpieces in their ownThere have been comparisons to Crouching Tiger, Hidden Dragon, these comparisons are perhaps inevitable, some say Crouching Tiger is superior, some say this is superior. I am not going to say which I prefer, both are masterpieces in their own way. The story is very gripping and diverting. While there are the underlying themes of love, betrayal and loyalty, there is one big theme that is explored very well even if a tad surprising, the defence of totalitarianism against the chaos and insecurities of freedom. As good as Jet Li is, as thoughtful the script is, as haunting the music is, as intriguing the characters are and as fine the direction is, it is the visuals and choreographed sequences that make the film. The cinematography is ravishingly gorgeous and the scenery is stunning with each scene more beautiful and inventive than the one before it, and in terms of effective scenes the highlights in my view are the battles in the rain-drenched chess arena and autumnal forest and the midair sword fight above a crystal lake. In conclusion, a beautiful and memorable film and one of the best of its kine. 10/10 Bethany Cox… Expand            "
英雄,hero,,2004,2004," Where can I begin... I cannot understand all the good critics this movie got. Even the cinematography that got the only bonuses with many who disliked this film didn't do it for me. It was just overkill. In a movie, I expect to be told Where can I begin... I cannot understand all the good critics this movie got. Even the cinematography that got the only bonuses with many who disliked this film didn't do it for me. It was just overkill. In a movie, I expect to be told an interesting, or better yet, compelling story. But Hero was just a catenation of way too artful imagery. It had no plot substance whatsoever and lacked logic in a way that it was sometimes cringeworthy. Of course it didn't help that only ten minutes into the film I could easily foresee where the storyline was heading. So there were no surprises for me and I really like surprises in a movie.… Expand            "
英雄,hero,,2004,2004," This is a movie for the fans, whose beauty mirrors the culture and legends from which it draws inspiration. For all its great qualities, however, its lacking plot may come across as tiresome to the novice viewer.            "
英雄,hero,,2004,2004," Occasionally spectacular. Often ridiculous and  pretentious. Wooden acting. Bad dialogue. Unconvincing story. Completely unbelievable ending. With this movie, Flying Daggers and Curse of the Golden Flower, once respected director Zhang YimouOccasionally spectacular. Often ridiculous and  pretentious. Wooden acting. Bad dialogue. Unconvincing story. Completely unbelievable ending. With this movie, Flying Daggers and Curse of the Golden Flower, once respected director Zhang Yimou has stopped making films with any meaning or social significance and simply gone after the money.Shame.… Expand            "
英雄,hero,,2004,2004, WOW who ever liked this movie is very very wrong about movies. this so called film caused me too waste 20 dollars......I left 30 minutes into the movie. by far one of the worst movies ive ever seen.            
英雄,hero,,2004,2004," I really don't understand why so many critics are so awfully wrong about this movie, you'd think that at least some of them would see this as the blender it really is. The plot and characterization are pathetic and one-dimensional. I really don't understand why so many critics are so awfully wrong about this movie, you'd think that at least some of them would see this as the blender it really is. The plot and characterization are pathetic and one-dimensional. Kitsch galore! But even if you tend to be forgiving about such things and are only watching this movie for the visuals, you'll be disappointed. Asian movies usually have a knack for artful cinematography and tasty color schemes, this one however is just pretentious. It's like the kid in class that only gets attention because he screams the loudest. The much-heralded fight sequences are formulaic and boring. Wide angle shot with both fighters flying towards each other, blades connecting, repeat ten times until one opponent falls. This movie is an incredible bore. If you're into mystical martial arts movies, go watch ""A chinese ghost story I - III"". These movies are everything this one isn't.… Expand            "
英雄,hero,,2004,2004, Over the top martial arts madness. The fight scenes are fun but waiting in between each scene is like getting your teeth pulled at the dentist. Although the DVD special interview with high as a kite cocaine and X filled Quentin Tarantino Over the top martial arts madness. The fight scenes are fun but waiting in between each scene is like getting your teeth pulled at the dentist. Although the DVD special interview with high as a kite cocaine and X filled Quentin Tarantino stumbeling over every word and making the interviewer and Jet Li very nervous that he was going to either jump out of the window or eat a dog is funny and better than the movie itself.… Expand            
英雄,hero,,2004,2004, uninteresting and boring and one of the worst movies ever made. i was watching it on dvd and i kept checking when the atrocity would end. i would have died if i watched it in the theaters.            
英雄,hero,,2004,2004," Desperately disappointing. Could have been so much more but, despite amazing visuals, a vaguely interesting twist, and an intriguing justification for China's... unique style of governance this movie is a waste of time. Both the plot andDesperately disappointing. Could have been so much more but, despite amazing visuals, a vaguely interesting twist, and an intriguing justification for China's... unique style of governance this movie is a waste of time. Both the plot and fight scenes were far weaker than anticipated.… Expand            "
英雄,hero,,2004,2004," It loses something when you listen to it with english voice overs, The film is must better in its native language. I enjoyed it and I thought it was rather good. I enjoyed the plot and it was nice to see the film play out as it did. TheIt loses something when you listen to it with english voice overs, The film is must better in its native language. I enjoyed it and I thought it was rather good. I enjoyed the plot and it was nice to see the film play out as it did. The cinematography was alright but I have seen a lot better, To be honest it was rather generic if you ask me. Still it was a solid film none the less and worth the watch.… Expand            "
英雄,hero,,2004,2004," Hero has a solid story, with a very good format of how it unfolds. However, many of the later fights simply last too long and get in the way of a better flow in the plot.            "
英雄,hero,,2004,2004," Jet Li, Tony Leung, Donnie Yen, and Maggie Cheung team up in Zhang Yimou's fancifully endearing tribute to the mythical kennels hidden within Chinese history. ""Hero's"" narrative might be hard to follow at times, but its beautifullyJet Li, Tony Leung, Donnie Yen, and Maggie Cheung team up in Zhang Yimou's fancifully endearing tribute to the mythical kennels hidden within Chinese history. ""Hero's"" narrative might be hard to follow at times, but its beautifully choreographed fight scenes sure aren't. Yimou's brilliant use of color and stylized photography guides the audience towards an easier shot at sitting back and enjoying this ride for what it is - pure entertainment.… Expand            "
英雄,hero,,2004,2004," By far, this is one of the most beautiful movies ever made. Firstly there's it's use of color. While the first twenty minutes of the film generally look pretty standard, the rest of the film is a complete spectacle, with almost every shotBy far, this is one of the most beautiful movies ever made. Firstly there's it's use of color. While the first twenty minutes of the film generally look pretty standard, the rest of the film is a complete spectacle, with almost every shot being a work of art. Most scenes challenge the idea that a monochromatic color scheme has to be boring, with each major sequence focusing on using every available shade of the same color to compose some of the most breath taking visuals in cinematic history. On top of it's unique use of color, most major sequences are full of interesting visual themes that never fail to satisfy. (Small ripples in water, hundreds of orange leaves flowing through the air in the same direction, etc.) As for the plot, it takes on an original style I haven't seen many other films attempt. Rather than simply tell a single narrative with a clear direction and plot, the film instead portrays several renditions of the same events, all with wildly different accounts of what happened and why, all providing slight hints at the truth. Where this starts to run into problems is how the film reveals the ""True"". To put it simply, it's complicated, and a lot of important events are explained in what feels like passing lines. On top of all that, most of the fight scenes feel gratuitous, with minimal stakes resting on most of them. And the actual choreography can take some getting used to. Most characters have completely impossible abilities and talents which are never properly explained. The fighters will really just do whatever looks cool in this scene regardless of if the audience knew they could do it,or if they will ever try it again. Finally, the last twenty minutes of the film are just kind of a downer, almost negating all of the positivity you experienced from the sheer eye-candy the rest of the film had. Ultimately, the plot is over complicated, and a lot of the events feel meaningless. This movie is saved by it's unique story structure, and incredible visuals. Worth a watch if you have eyeballs.… Expand            "
英雄,hero,,2004,2004, Legendary film.            
英雄,hero,,2004,2004, One of the best movies I've seen. The storyline is more complex than most people may realize.            
英雄,hero,,2004,2004," Hero is something of a revolution in that it stands out from all previous martial art films, as it extends beyond a mere swordplay film to that of a work of art through masterful poetics, philosophy and the magnificent cinematography to Hero is something of a revolution in that it stands out from all previous martial art films, as it extends beyond a mere swordplay film to that of a work of art through masterful poetics, philosophy and the magnificent cinematography to create a near perfect balance between the intense martial art scenes and the elegiac narrative. The visual quality of the fight sequences could even surpass those in the matrix. But ultimately Zhang Yimou uses these effects as play on … Expand            "
英雄,hero,,2004,2004," Why are all the haters calling those who like this factually wrong? It's all based on opinions people, it's subjective. In my opinion Hero was masterfully crafted and touching. Yimou Zhang's directing was flawless, cin, Why are all the haters calling those who like this factually wrong? It's all based on opinions people, it's subjective. In my opinion Hero was masterfully crafted and touching. Yimou Zhang's directing was flawless, cin, flawless, acting solid, plot solid, really a great movie that made me give a damm about it's characters.… Expand            "
英雄,hero,,2004,2004," A philosophically fascinating film with beautiful action sequences. It asks questions about sovereignty, justice, and love, and then it offers loose answers.            "
英雄,hero,,2004,2004, Great movie. A bit long at times but ogod scenes.            
英雄,hero,,2004,2004," As a person who has watched way too many martial arts films, I can tell you with authority (respect mah authoritah) that this movie absolutely rocks. This is the only nouveau martial arts film I've seen that really nails the blend of As a person who has watched way too many martial arts films, I can tell you with authority (respect mah authoritah) that this movie absolutely rocks. This is the only nouveau martial arts film I've seen that really nails the blend of computer effects with live action. Beautiful, thoughtful film.… Expand            "
英雄,hero,,2004,2004," Forget the fools that hated this movie. It's a gorgeous, stunning feast for the eyes that I will call one of the greatest masterpiece's that I have ever seen.            "
英雄,hero,,2004,2004," I don´t know how to begin. If someone tries to compare the Yimou Zhang´s masterpiece with ""Crouching Tiger, Hidden Dragon"" (that Ang Lee´s ok movie), let me say that they´re wrong. You can´t compare them because I don´t know how to begin. If someone tries to compare the Yimou Zhang´s masterpiece with ""Crouching Tiger, Hidden Dragon"" (that Ang Lee´s ok movie), let me say that they´re wrong. You can´t compare them because ""Hero"" is more narrative. Yes, the issue of the assassination of a king provides a shakespearean tone, but also there are in the storyline plenty of interpretations. The plot deals with the dissemination of a myth (that´s the reason why that one sequence is filmed in several ways, all with different perspectives and storylines). There are so many lines in the script that ends together in that precious ending. The whole message is about a deep meditation of heroism, nationalism, peace, justice and the art of government. Although, it can read it too as a story of dignity, eternal love, honor and loyalty. But the story is the most important thing in ""Hero"". The storyline has so many issues that you can feel overwhelmed by the interpretation of the movie. Yimou Zhang has been created his masterpiece. This film is so gorgeous (as the beautiful females stars of the movie, the enigmatic and exquisite Maggie Cheung and the innocent and beautiful Ziyi Zhang), so surprising and so stylized that at the end, you feel like you are watching a painting (a WORK OF ART from a woderful classic painter). ""Hero"" is more than its stars, its cast, its extraordinary cinematography and haunting score; it´s a poem, a painting, a sculpture, an epic opera, a validation of movies as the seventh art.… Expand            "
英雄,hero,,2004,2004," Crouching Tiger, Hidden Dragon this is not. The overall message is simple enough: that the lens of history does not always capture the full heroics of both sides of a conflict. Nevertheless, the process of telling this story has been made Crouching Tiger, Hidden Dragon this is not. The overall message is simple enough: that the lens of history does not always capture the full heroics of both sides of a conflict. Nevertheless, the process of telling this story has been made overly complex. The action scenes are generally strong but the narrative can be tedious and melodramatic in a way that passes the limits of that which is acceptable. I wasn't impressed.… Expand            "
英雄,hero,,2004,2004, Awesome movie.            
英雄,hero,,2004,2004," Crazy fight scenes, good movie!            "
英雄,hero,,2004,2004," A visual and emotional masterpiece. A was a bit skeptical at seeing a foreign film, with subtitles. It conveys perfect action sequences, while still demonstrating emotion. Anyone who doesn't like this movie either has no taste, or is dyslexic.            "
英雄,hero,,2004,2004," On my of favourite matrial arts pictures. It combines a great story, which is told an cool way (After 20 Minutes the film seems done. I laught very hard in cinema) with very good fighting sequencenes.            "
英雄,hero,,2004,2004," Amazingly beautiful ""Wuxia"" genre film. One of my favorite movies of all time! House of Flying Daggers is a tie!            "
英雄,hero,,2004,2004," Amazing beautiful movie, with a well-constructed plot that fits together really well.            "
英雄,hero,,2004,2004, A visual feast where the cumbersome narrative diminishes a compelling story with a rather basic exploration of ethics and morality            
英雄,hero,,2004,2004," One of the most exquisitely filmed movies I've seen, and a great philosophy and message about warriors and their ""ultimate ideal"" is inside the movie, a multi-layered story that takes a thinking mind to realize everything.            "
英雄,hero,,2004,2004, This is my favorite Jet Li movie.            
英雄,hero,,2004,2004, I've never seen such beautiful movie in my life.            
英雄,hero,,2004,2004," This review contains spoilers, click expand to view.                                                                                            If I had to describe this concisely, I'd say this is a pretty, graceful and agile martial arts focussed action film. It features plenty of choreographed martial arts scenes, with fancy sword fights, which are slowed down and shown in detail in a sort of freeze frame effect, along the lines of that shown in the The Matrix films. Themes this film covers include revenge, ownership, family and territory I suppose.There is a near constant presence of Eastern music in the background, think stringed instruments and drumbeats used in different scenes, depending on the underlying tone of said scene. I felt it was quite engrossing, quite visually pleasing (not least for the amazing numbers of arrows fired at people in some scenes) - I can only imagine CGI must have played a part somehow, as how else could such large numbers be filmed so precisely, I couldn't help but wonder.  There are some lovely landscape shots - the rural Chinese lands looking very picturesque and mythical, not least when, in some scenes, the sun is setting in the background. Of course there is the inevitable element of violence present, although in this film there is surprisingly little (well pretty much no) blood or gore shown at all, with the camera not panning down to show the precise injuries inflicted, instead the persons face is shown and their facial expression often makes it clear whether they've suffered or not. Content wise, there is little in the way of strong language, although there are one or two mild sex scenes but more implied than graphically depicted. Nearly everything seemed gracefully implied rather than laid bare, so to speak. I was quite impressed. For the record, it has a 12 certificate. I suppose it wouldn't be a good idea for young kids to see martial arts and become interested in the violent side of it.Its described as an epic - a (I'm reading from the back of the DVD box here) 'stunning martial arts epic' and I'd agree with that, although it has a relatively short running time of 95 minutes, which would seem rather short for an 'epic' type film. I thought it was quite stunning and engrossing though. If I were to criticise it, I think it would be in terms of the plot being, if anything, perhaps a little too mystical and unclear. Then of course there's the issue of it being originally in Chinese, although you can select to play it in English but obviously that means that its dubbed and I did feel this was a little distracting, in terms of it not being fully synced with the characters on screen but thats to be expected of any originally foreign language film thats dubbed in to English. I just felt that some people may find themselves mildly distracted by the speech being slightly out of sync.As regards the cast, the main cast member, who people may be aware of, is Jet Li. He plays the nameless person effortlessly. Other cast members include Tony Chiu Wai Leung, Maggie Cheung, Ziyi Zhang and Daoming Chen. I'm not sure if there's anything specific I can say about their performances, other than that they all seemed very good to me.Yes I'd recommend this film if your interested in the more mythical side of Chinese, or asian in general, martial arts, without liking there being any extreme (graphic or explicit) violence present. I liked the use of music and felt it was quite engrossing. Having said that, it isn't entirely perfect but overall I thought it was a good film, so I'll recommend it on that basis.… Expand            "
英雄,hero,,2004,2004," ⊙⊙⊙⊙⊙⊙⊙⊙⊙☆☆☆☆☆☆☆♤♤♤♤♤¤¤¤¤¤》》++÷÷==__,,..,,●●●●●●●●●●●●●●●●●●■¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡[][][][]            "
英雄,hero,,2004,2004, =:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:=:______________________________♡◇♡◇♡◇♡◇♡◇            
英雄,hero,,2004,2004, ◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇°◇$*$*$*$*$*$*$*$*$*$*$*$*$*$*$*●⊙¡⊙¡⊙¡⊙¡⊙¡⊙¡⊙¡⊙¡⊙¡⊙            
十面埋伏,house-of-flying-daggers,,2004,2004," I am not a film buff and don't normally have much time for watching films, but this one just grabbed me and kept me enthralled. The twists and turns of the story are mesmerizing and the beauty of Mei is captivating. The depiction of the I am not a film buff and don't normally have much time for watching films, but this one just grabbed me and kept me enthralled. The twists and turns of the story are mesmerizing and the beauty of Mei is captivating. The depiction of the Martial Art fighting leaves you in awe, even if a little unbelievable. The closing scenes of fighting and death leave you emotionally drained. Fantastic… Expand            "
十面埋伏,house-of-flying-daggers,,2004,2004," This film is truely an art piece, the composition of each frame is meticulously thought out and it provides you with a surprising beauty.            "
十面埋伏,house-of-flying-daggers,,2004,2004," $,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,》●》●》●》●》●》●》●》●》●》■》■》■》■》■》■》■            "
十面埋伏,house-of-flying-daggers,,2004,2004," House Of Flying Daggers is a gorgeous action movie with sumptuous cinematography and sublimeaction sequences. The movie is one of the best martial arts movies made recently. If you don't like thestory, there is always the brilliant actionHouse Of Flying Daggers is a gorgeous action movie with sumptuous cinematography and sublimeaction sequences. The movie is one of the best martial arts movies made recently. If you don't like thestory, there is always the brilliant action to entertain you.… Expand            "
十面埋伏,house-of-flying-daggers,,2004,2004," The final fight scene appeared a bit poorly cut-together and took the sheen off an otherwise excellent film. The visuals were truly astounding, and the ""echo game"" scene must be one of the most amazing pieces of choreography ever filmed.            "
十面埋伏,house-of-flying-daggers,,2004,2004," Another pretentious movie made by Zhang. Since Hero, he completed lost everything. The only good thing about this movie is Takeshi Kaneshiro - the ultimate eye candy. He was the only thing that kept me on my seat. The plot does not makeAnother pretentious movie made by Zhang. Since Hero, he completed lost everything. The only good thing about this movie is Takeshi Kaneshiro - the ultimate eye candy. He was the only thing that kept me on my seat. The plot does not make sense, especially in the eyes of Mandarin speaking audiences. Pure Nonsense! Plus cringe-worthy dialogues and the flying daggers ... what an embarrassment, even we (who are so used to unreal martial art sequences) found it too much to bear.… Expand            "
十面埋伏,house-of-flying-daggers,,2004,2004," Incredibly over-rated. This is a silly movie. About two-thirds of the way through the film the plot is forgotten - and major aspects remain unexplained and unresolved - in favour of a love-story. Because it's merely a love story, the Incredibly over-rated. This is a silly movie. About two-thirds of the way through the film the plot is forgotten - and major aspects remain unexplained and unresolved - in favour of a love-story. Because it's merely a love story, the martial arts scenes lose all meaning and relevance - even the last scene. And the ending is nothing but preposterous. Sure, there are moments of visual beauty, but so what. What's the point of tacking on a somewhat adolescent melodrama? It started well enough, but by the end my companion summed it up using only four letters.… Expand            "
十面埋伏,house-of-flying-daggers,,2004,2004, It has beautiful imagery and stunning scenes.            
