zhTitle,title,cast,year,sourceYear,comment
幸福时光,Happy Times (2000),,2000,2002.6.26,"I am not too impressed with Zhang Yimou's sentimentality in his films with a contemporary milieu which I've been watching lately- but I prefer these to a couple of ornate reworkings he made (two or three in a row, if I am not mistaken) about Chinese woman's social conditions in the past, as a reflection on today's improvement or lack of it. ""Red Sorghum"" is still a favorite of mine, but I had to wait for ""To Live"" to see a different angle of his moviemaking. Though livelier in spirit than those period dramas, this one is based on a literary source and it shows, the more so if compared to the similar but free story of the young teacher in ""Not One Less"". Zhang concentrates on an old man wanting a wife, but his better characters are still the women: the blind girl with the open resolution of her character- is more complex than the old man and one wonders what she will do next; while her stereotypical stepmother and the only female retired friend of the old man are quite attractive and would also make good stories. A fine movie just the same."
幸福时光,Happy Times (2000),,2000,2002.6.26,"This one's up to Zhang Yimou's usual standard, and like his other movies, revolves around an unfortunate female, in this case a young blind woman. Set in modern urban China, this movie often has a lighter touch than most of his others. Although the movie credits cite a story by Mo Yan, ""Shifu, You'll do Anything for a Laugh"" as the basis of the movie, the connection is highly tenuous, borrowing little more than the main character from that short story; namely, a middle-aged, laid-off factory worker, played by Zhao Benshan (best known to Chinese audiences as a comedic actor). The economic changes in modern China form the background to his relationship with the blind girl he finds himself thrown together with as he tries to court her step-mother.I'd like to see someone pick this one up for distribution and given a better English title."
幸福时光,Happy Times (2000),,2000,2002.6.26,"About a retired factory worker who plans to marry an overweight, unattractive lady, only to wind up taking care of her unwanted, blind but beautiful daughter. Zhao Benshao's performance as the cheapskate, retired bachelor is outstanding, while newcomer Jie Dong (WuYing) plays the blind girl to perfection.Another unhappy ending by Zhang Yimou, but don't let that faze you by this funny, touching and inspiring movie. Hard to find another movie like this one. 8 out of 10."
幸福时光,Happy Times (2000),,2000,2002.6.26,"OK... this was supposed to be a comedy.  NOPE!!!  NADA!!!  STAY AWAY IF YOU NEED A LAUGH.  This movie was really rather sad and depressing... if there was any humor in it, it was beyond me.  This movie angered me and depressed me at the same time..."
幸福时光,Happy Times (2000),,2000,2002.6.26,"Zhang Yimou has long been one of my favorite directors not only for his opulent historical dramas but also for his some of his small-scale, intimate films. Though I did not care for his previous effort, The Road Home, I eagerly anticipated Happy Times since Terence Malick was listed as Executive Producer. Unfortunately, I found Happy Times to be a cliché-ridden and uninvolving film.Based on the novella ""Shifu, You'll Do Anything for a Laugh"" by Mo Yan, the setup for the film is implausible. In a modern unnamed Chinese city, a poor retired bachelor named Zhao (played by the Chinese comic Zhao Benshan) is engaged to a boorish, hefty divorcee (Lihua Dong) whom he met through a dating service (skinny women seem to ignore him, he says). The prospective bride (who is not named), however, is little more than a caricature of the evil stepmother. She has a bratty son (Ling Qibin) and a blind stepdaughter Wu Ying (Jie Dong) whom she wants to unload and demands Zhao give her 50,000 yuan to hold a suitable wedding. Through a series of lies, Zhao has convinced his fiancée that he is a man of means. To come up with the 50,000 yuan, he and his friend Li (Li Xuejian) decide to convert an old bus into a ""pay-for-play"" lover's rendezvous. Zhao must abandon the project, however, when the bus is hauled off as part of a reclamation project. After Wu is thrown out of her home, he agrees to hire her as a masseuse in his hotel. The only trouble is there is no hotel.To cover his reckless scheming, Zhao and his retired buddies construct a massage parlor in an old warehouse and pretend to be her customers. They even go so far as to tape record street noises to convince her of the authenticity of her surroundings. From there, things become complicated and a new lie is constantly told to make sense of the previous one. Was it Sir Walter Scott that said ""What a tangled web we weave, when first we practice to deceive""?Happy Times starts off as broad comedy and has some engaging moments, particularly when the two friends renovate the old bus. Half way through the film, however, it abruptly turns into American-style melodrama with a tacked-on ending that is as artificial as imitation crab.Perhaps the film was really about people who cling to their illusions and are unwilling to see through deceptions, or maybe it was a political statement about creeping capitalism in Chinese society. Whatever it was meant to be, all of the trickery involved in deceiving a naive blind person made me very uncomfortable and I was unable to see beyond it. I am a sucker for sentimental stories about children, especially children with disabilities; however, I found Happy Times to be a maudlin and contrived film that left me wondering what happened to the Terence Malick and Zhang Yimou I knew and loved."
幸福时光,Happy Times (2000),,2000,2002.6.26,"""Happy Times"", a small time comedy out of China, tells of a less than successful middle-aged man who is desperately seeking a wife and finds a ""daughter"" instead. A lilting and sweetly sentimental comedy, this flick has a quirky kind of charm which defies description. I personally became completely bewitched by the film's simple, fresh, and unique style. But I suspect I'm the exception. ""Happy Times"" will most likely offer some happy time for sentimental viewers into neo-Chinese cinema exports. (B-)"
幸福时光,Happy Times (2000),,2000,2002.6.26,"Another winner from director Zhang Yimou. This scaled down production follows a blind, headstrong young woman and the one kind person in her life, (a penniless stranger with grand, idealistic schemes to improve her life). Charming and very funny with the usual outstanding performances. Highly recommended."
幸福时光,Happy Times (2000),,2000,2002.6.26,"Being a fan of Asian cinema, I decided to give this movie a go, so I purchased it from Amazon, and having just seen it, I can honestly say that I think something is missing from this movie. It is a great movie, but there is just something missing to make it that one notch more memorable. And I must admit that I had expected the movie to be more of a comedy than a drama about life.**Warning! The following part here contains spoiler to the ending of the movie.**Perhaps it was the semi-lousy ending to the movie. After all of Zhao's (played by Benshan Zhao) effort to give Wu Ying (played by Jie Dong) a purpose in life and make her life meaningful, he ends up in a hospital, and we don't get to know his fate? That was not very satisfactory to me. However, I will say that seeing Wu Ying on the street alone walking off at the end was just beautiful. It was nice to see that she was determined to make an effort and try on her own.The story itself was nice, Zhao is courting a woman (played by Qibin Leng) and ends up having to take care of her blind girl. But with little means and nothing real to offer, Zhao is put to the test. A test of the heart, so to speak.I found the acting in ""Happy Times Hotel"" to be quite good, and most memorable was Jie Dong. She portrayed the blind girl, Wu Ying, so nicely and so believable.""Happy Times Hotel"" is a great movie, a beautiful movie, just a shame that it started to fall apart towards the end. The movie could have been so much more if the director (Yimou Zhang) had opted to go a different direction. I felt that us viewers were left with so many unanswered questions to the story, and that was a shame, because it made the movie feel incomplete. But still, given the great story, then this movie is well worth checking out."
幸福时光,Happy Times (2000),,2000,2002.6.26,"In order to really appreciate this film, you first have to get over what will probably be some shattered expectations. The movie is described as a ""comedy-drama"" and I've come across at least one commentator who described it as a ""lighthearted"" comedy. I'm not sure what movie that commentator was talking about, but ""Happy Times"" certainly isn't ""lighthearted"" nor did it come across to me as a comedy. There are some humorous moments in it (such as Li lying down on the massage table and having his head crash through the hole because it was too big) but for a good part of the movie I was feeling somewhat angry at what I was seeing, and, in the end, the overwhelming feeling I was left with was one of sadness. None of that is meant to say that this wasn't a good movie. It was. I was actually quite taken with it. It just wasn't what I was expecting at first and it took a while for me to reconcile my expectations with what I was actually seeing.I said the movie left me with a feeling of sadness. That's largely because it was filled with sad characters. The movie revolves around Zhao, a lonely man who desperately wants to get married and who makes up a story about himself being a hotel owner to get a woman interested in him. The woman is a heavy-set twice divorced mom to a rather obnoxious son and the epitome of the wicked stepmother to 18 year old Wu - the blind daughter of one of the men who left her. She treats Wu like a servant and desperately wants to get rid of her, finally pawning her off on to Zhao, telling him to give her a job at his hotel. Zhao - carrying on the deceit - puts together a fake massage business (a legitimate one) and ""hires"" Wu to massage his friends, who finally end up having to pay her with fake money because they're all broke. Jie Dong was great as Wu, and Benshan Zhao equally good as Zhao.My initial anger stemmed from the deceit that Wu was being surrounded by. That feeling changed to sadness when I realized that - aside from the stepmother - no one was being deliberately cruel to her. Zhao and friends really did seem to care for her, and Zhao develops an obviously affectionate, almost father-like relationship with her. Watching that relationship evolve was very interesting, but it all led up to - again - what I found a very sad ending, as Wu leaves to an unknown fate, and Zhao is abandoned by his girlfriend and then seriously hurt when he's hit by a truck and we're left not even knowing whether he'll survive. So, yes, it's sad and a bit heavy rather than lighthearted, but still quite well done with very good performances from the two leads that leave you with feelings of sympathy for both because in the end you really do like both Wu and Zhao. 7/10"
幸福时光,Happy Times (2000),,2000,2002.6.26,"********** SPOILER WARNING ********* At first we see Old Zhao as an incompetent loser, in debt to his friends and unable to pick a suitable wife, while simultaneously bumbling his attempts to improve his financial standing. Ultimately, he is transformed by finding true affection and compassion for another. While there are comic elements in this film, and several very good laughs, the title, ""Happy Times"", belies its underlying tragic quality. A number of critics, both amateur (in this section) and professional, have described this movie as cloyingly tragic. With a set-up that includes a wicked stepmother abusing her blind daughter, this complaint has some legitimacy. But the truly poignant feature of this film is its focus on Zhao and Wu Ying who both end-up discovering genuine feelings for the other, even as each comes to a realization of the depth of their affection in an all too brief and isolated moment of insight. The ending is truly heart-rending. A very fine film."
幸福时光,Happy Times (2000),,2000,2002.6.26,"After China opened itself to the world in 1980, and especially after Tiananmen, it began a huge process of modernization to fuel the potential for its economic growth; however, everyone was not involved in this whirlwind of development. While many younger entrepreneurs were able to take advantage of the massive changes, many older individuals who were steeped within the system of government subsidized businesses and depended on the ""iron rice bowl"" for housing and food were left out in the cold. A group of these individuals make up the core characters of Zhang Yimou's 2000 film Happy Times.Noted for films such as The Road Home and Red Sorghum which show off the beauties of the Chinese countryside, Zhang Yimou also created films such as Not One Less and The Story of Qiu Ju which display the clash between the urban and the rural. However, Happy Times is different because it focuses entirely on the urban and the displacement some individuals can feel when their homes go through rapid changes.Old Zhao seems like a decent enough fellow. He is friendly and humorous, but has yet to get married. However, with the appearance of Chunky Mama in his life it seems that maybe he will finally get married, it is the 18th time that he has attempted to do so. The problem is that Chunky Mama desires an expensive wedding that would cost Zhao 50,000 Yuan or so: an amount of money that is quite out of his reach. However, determined to marry Chunky Mama he goes to his friend Fu for help and they establish the Happy Times Hut which is nothing more than a broken down bus where young couples can make out. Being a chronic liar, Zhao tells Chunky Mama that he is in the hotel business and that he is making lots of money. Believing him, Chunky Mama dumps her unwanted blind stepdaughter Wu Ying onto him. Having no true place for the girl to work, Zhao and his friends build a ""massage parlor"" for the girl to work at so Zhao can keep his promise to Chunky Mama that he will look after the girl, but for how long can he keep up such a subterfuge? While it was panned by many critics, in my opinion, Happy Times is quite a delightful film. Zhao Benshan is absolutely hilarious and Dong Jie as the blind Wu Ying is magnificent. Full of humor and sadness Happy Times contains some extraordinarily touching moments. A great film for those who enjoy Zhang Yimou's films or Chinese film in general."
幸福时光,Happy Times (2000),,2000,2002.6.26,"There's a whole lot more here than meets the eye. You don't have to be a friendless blind girl in a city of ten million to appreciate human frailty and kindness. Yimou Zhang is a very fine director and his vision can be thoughtful and appreciated on several levels. China is still exotic to look at from my American standpoint. The colors are garish and bright. The modern city bustles, the young are hip and making it where they can. The old worker's, many victims of the poverty and cruelty caused by The Great Leap Forward and other catastrophic Marxist disasters, are still searching for happiness. Now, in their fifties, they look about and their old factories are rusting, glass office towers are going sky high.I'm still not sure that the actress that played a blind teen is not actually blind. Either way, she's a genius. Her final scene, forsaken, blind, but brave China, venturing into the traffic. This is film-making."
幸福时光,Happy Times (2000),,2000,2002.6.26,"Someone criticized other commentators with the comment that they seemed upset that the movie was not what they wanted it to be.  My problem is that the movie did not seem that sure itself.  It appears to start out as a light-hearted (albeit with dramatic undertones) flick, but in the last 15 minutes or so shifts to purely depressing drama.  Don't get me wrong, movies can mix up comedy and drama (another mainland Chinese movie --  Xixhoa (or ""Shower"") comes to mind), but his one did not quite flow in a satisfying way. On a completely unrelated note -- Are we sure that Divine is actually on the other side and not just in China (the mother/finance was a dead ringer for him).Mark"
幸福时光,Happy Times (2000),,2000,2002.6.26,"Zhang Yimou is easily the most interesting director in mainland China (he has some competition from Taiwan). ""Happy Times"" is once again a film that tacitly criticizes China's unprecedented stride into free market economics by depicting the lives of people who are left behind, or who can't find their way. The blind girl Wu is surely a metaphor for China itself, as the end credits make almost explicitly clear - she is followed by the camera as she walks precariously through the crowded city, with construction sites looming ominously in the background. The true stupidity of Roger Ebert is apparent from his dismissal of the film as a crude joke - a blind girl deceived into believing she is a masseuse in the Happy Times Hotel by the well-meaning ""manager"" Zhao and his reluctant cronies. But Wu is aware of the deception from the beginning, and even knows the bits of paper they give her aren't real money. Yet she goes along with the masquerade because she realizes to what lengths Zhao has gone to for her. That Ebert missed this nuance is typical of him. The true humor of the film lies in Wu's not being taken in by the deception, yet going along with it anyway - the deceivers satisfied she doesn't know, the deceived satisfied that she does. The final minutes of the film, with the tape-recorded voice of Wu expressing her love and thanks to Zhao (who is unable to listen) are bittersweet and captivatingly lovely."
幸福时光,Happy Times (2000),,2000,2002.6.26,"(This review will discuss plot, characters and themes which may be considered SPOILERS.  Please do not read this review if you do not wish to receive this information.)Score:   5.5 out of 10""Happy Times"" is one of those movies that have good moments, but in the end does not amount to much.  It begins as Zhao, played by Zhao Benshan, proposes to a portly woman, played by Dong Lihua.  The woman requires $50,000 for a wedding.  Zhao is broke and unemployed but deceives the woman into believing that he has the money to satisfy this condition.Zhao schemes to come up with the money by renovating a dilapidated and abandoned bus into a love shack for romantic couples to share their physical affections.  He and his friend dub the bus the `Happy Times Hotel'.At this point, it appears that the film by Zhang Yimou will be a light-hearted romp of strange stories of romantic visitors to the hotel. However, like a splash of ice-water on a cold day, Yimou morphs the movie into a sentimental Cinderella tale of a blind 18-year old girl, Wu Ying, and her abuse by the portly betrothed of Zhao, who is Wu Ying's stepmother. Yes, there is an ""evil stepmother"".  The portly woman abandons her unwanted blind stepdaughter into Zhao's care, and Zhao is left to see to the girl's living arrangements and employment.Zhao reluctantly becomes Wu Ying's prince and fairy godmother in one.  Zhao sets Ying up to stay in his apartment and builds an imaginary massage parlor in an abandoned factory for Ying to work.  This is in essence, Zhan Yimou's attempt to turn a pumpkin into a magic coach to take Cinderella to the ball. Zhao even buys Ying a dress, as any good fairy godmother would do for a girl on her way to the ball, or in this case a fake massage parlor.The film continues with its fairy tale only until the jarring and stark real world conclusion that left me completed unsatisfied.The main problem with the story construction is that ""Happy Times"" tries to have its cake and eat it too.  It attempts to stick to its apparent fairy tale roots by failing to introduce the real world dangers of a blind girl who is abandoned into the care of a stranger and placed into service as a massage girl.  There is no lewd or lascivious edge as may be suggested by the situation.  Yet, through the treatment of the girl and the jarring conclusion, the screenplay violates our trust in this fairy tale world by abruptly reneging on the fairy tale.I think Zhang Yimou would have done better at the script level if he had dove straight into the material, as opposed to basically dipping one toe in. Yimou abandons the promising premise of the Happy Times Hotel and the marriage storyline in favor of the massage parlor/blind girl storyline. Why didn't he simply go with the hotel, the odd romantic couples and the comedic situations that could have followed?  Why didn't Yimou go with the planning of the wedding with the over-weight evil stepmother and the comedic possibilities that were available there?  Yimou introduces the material, dips his toe in and gives up.  What remains at the end is an uneven story of a blind girl and her reluctant savior.`Happy Times' is not a bad movie by any means, but it has the sad fate of so many movies of never realizing its potential and being average."
幸福时光,Happy Times (2000),,2000,2002.6.26,"We watch two lonely people meet and struggle and in the end, the worst possible events occur and I felt like I watched what felt like 3 hours for naught.Two sad, lonely people meet by chance, try to make each other happy but do the wrong things for all of the right reasons. In the end, they part out of misunderstanding and the audience is left at a cliffhanger not knowing what will happen next. Now I feel depressed.I don't know about you, but if I watch 3 hours of people struggling and then have it all end with a simple misunderstanding, it makes me angry and I feel as thought I wasted my time. Don't watch if you like happy endings! This is not a ""happy"" movie at all!"
幸福时光,Happy Times (2000),,2000,2002.6.26,"Being brief, I found this to be a wonderful movie and story line. It is subtle throughout and has a simple but uplifting story. Some parts are funny, some just walk through the story and some are touching. It does have an unexpected ending that at first blush may appear to not be very positive but it is truly enriching."
幸福时光,Happy Times (2000),,2000,2002.6.26,"The fact that some readers confidently state the presumed political ""allegory"" of this film (which I frankly can't see) while others criticize it as if it were realistic (what? seven adults confining a girl to a massage parlor against her will?) gives some idea of why it's both interesting and powerful. I was never entirely sure what genre I was in while watching this--comedy? surreal fantasy? social commentary? sit com? romance? absurdist play?--and maybe because of that I never worried about the implications it might have for any of these, nor did I steel myself against its emotional aspects (why bother? it's just a surreal play!). The main focus emerges from this haze of characters and comedic situations about half way through. I'm told that some details early on in the film (the 'girl- friend' and her pampered, insolent, fat, lazy kid) are comments on an increasingly common family phenomenon in China; I wouldn't know. But once the focus settles on the main group of characters, I could not shake the notion that they constitute an absolutely dead-on representation of American bourgeois family life (or perhaps just those I've had experience with!) where each member, with the best of intentions, deceives everyone else in order to protect them from ... what? economic distress? emotional distress? And where emotions and love can only be expressed in the most oblique and often futile ways."
