title,href
余文生就2014年因涉嫌“支持香港占中”被抓捕酷刑，起诉恶警冯盛名、韩超刑讯逼供被驳回案向最高检等部门控告一、二审法官徇私枉法、枉法裁判  ,https://wqw2010.blogspot.com/2017/11/2014.html
爱心妈妈汪静创造的绿色养殖接二连三遭中共党员破坏,https://wqw2010.blogspot.com/2017/11/blog-post_88.html
燕薪律师：抗强拆丁汉忠案通报,https://wqw2010.blogspot.com/2017/11/blog-post_23.html
西安市恒安置业有限公司全体职工：强烈抗议西安曲江管委会暴力拆毁恒安公司店场的强盗行径,https://wqw2010.blogspot.com/2017/11/blog-post_80.html
投诉：陕西省延安市洛川县张王锁上访被洛川县公安局关押已二十七天,https://wqw2010.blogspot.com/2017/11/blog-post_14.html
陈进学律师：依法治国下的荒唐事——贵阳糜崇标、李克珍案检察院作出不起诉决定，却不释放被告人      ,https://wqw2010.blogspot.com/2017/11/blog-post_81.html
中共当局肆意株连孩子  709包龙军、王宇律师儿子包卓轩被以“危害国家安全”为由被拦截,https://wqw2010.blogspot.com/2017/11/709_13.html
蔺其磊律师：徐琳案通报,https://wqw2010.blogspot.com/2017/11/blog-post_96.html
投诉：陕西咸阳玉泉建材城业主四年九个月拿不到《房产证》    ,https://wqw2010.blogspot.com/2017/11/blog-post_77.html
政治“候鸟”返京，发“新时代”呼声,https://wqw2010.blogspot.com/2017/11/blog-post_34.html
上海黑监狱案例之九： 上海维权人士魏勤揭露黑监狱并呼喊:“终结一党专政”,https://wqw2010.blogspot.com/2017/11/blog-post_24.html
香港《亚洲财经》社长郭辛在大陆被禁止出境后再度失联 ,https://wqw2010.blogspot.com/2017/11/blog-post_39.html
中国维权动态周刊总第543期（2017年11月6日-12日）,https://wqw2010.blogspot.com/2017/11/5432017116-12.html
 警察拘留洛阳曾红卫十天，法院判洛阳市公安局洛龙分局赔偿原告损失及抚慰金,https://wqw2010.blogspot.com/2017/11/blog-post_12.html
江西赣州农民明经国反强拆锄杀官员案将于11月16日开庭（图）,https://wqw2010.blogspot.com/2017/11/1116.html
投诉:西安新城区政府对安仁坊拆迁近5年没安置,https://wqw2010.blogspot.com/2017/11/5.html
投诉：上海虹口区四川北路柳林里强迁事件继续  ,https://wqw2010.blogspot.com/2017/11/blog-post_62.html
上海黑监狱案例之八： 上海维权人士谢金华揭露黑监狱酷刑  ,https://wqw2010.blogspot.com/2017/11/blog-post_45.html
梁一鸣获释  陈剑雄（陈进新）袁兵仍遭羁押,https://wqw2010.blogspot.com/2017/11/blog-post_60.html
唐吉田律师赴香港治病在深圳遭拦截,https://wqw2010.blogspot.com/2017/11/blog-post_32.html
李昱函律师家属致谢信,https://wqw2010.blogspot.com/2017/11/blog-post_16.html
“大陆曹顺利人权团队”上海公民继续上街举牌声援被政治迫害坐牢的唐荆陵袁新亭,https://wqw2010.blogspot.com/2017/11/blog-post_64.html
蔺其磊律师:李昱函律师案件情况记录,https://wqw2010.blogspot.com/2017/11/blog-post_71.html
隋牧青律师:人道，能否成为超越政治的底线——黄琦案之行通报,https://wqw2010.blogspot.com/2017/11/blog-post_10.html
上海46万“镇保”失地农民代表70多岁朱金安今被刑事拘留  ,https://wqw2010.blogspot.com/2017/11/4670.html
南通城管又创”执法”奇闻，要对建筑年代比城管成立还要早的住宅当违章建筑强拆,https://wqw2010.blogspot.com/2017/11/blog-post_44.html
被羁押的“民生观察”网编丁灵杰终获会见律师,https://wqw2010.blogspot.com/2017/11/blog-post_49.html
洛阳发生假警察扰村民，警察抓村民不抓假警察,https://wqw2010.blogspot.com/2017/11/blog-post_9.html
上海10多位公民上街举牌悼念民运斗士杨天水（图）,https://wqw2010.blogspot.com/2017/11/10.html
美籍华人林小真致川普总统的公开信——抗议中国当局的强暴维稳  ,https://wqw2010.blogspot.com/2017/11/blog-post_76.html
湖北黄开莲：十九大被囚半月 愤而控告枣阳政府人权侵犯  ,https://wqw2010.blogspot.com/2017/11/blog-post_74.html
投诉：刘顺荣：我19大前要到北京上访被刑事拘留30天,https://wqw2010.blogspot.com/2017/11/1930.html
709吴淦案审理期限又遭延长至明年1月31日,https://wqw2010.blogspot.com/2017/11/709131.html
杨天水先生传昨日去世   家人或被控制 无法联系,https://wqw2010.blogspot.com/2017/11/blog-post_38.html
张磊律师、燕薪律师:榆林佳县寻找高智晟记,https://wqw2010.blogspot.com/2017/11/blog-post_75.html
祝圣武：公开听证申请书,https://wqw2010.blogspot.com/2017/11/blog-post_98.html
川普总统访华，维权人士蔡志国期待“习川会”促改人权现状,https://wqw2010.blogspot.com/2017/11/blog-post_18.html
安徽省芜湖市水铁梅私下议论拆迁   被拆迁办主任家族五人殴打致轻伤案  仅一人移送起诉  水铁梅与家人要求依法追究其他共犯刑责,https://wqw2010.blogspot.com/2017/11/blog-post_8.html
遭中共当局迫害的江苏著名政治犯杨天水先生已经去世（图）,https://wqw2010.blogspot.com/2017/11/blog-post_90.html
投诉：孙秀英：我19大到北京上访遭遣返的经过,https://wqw2010.blogspot.com/2017/11/19.html
蒙冤警察郭少坤致共和国各级政府负责人的公开申诉信 ,https://wqw2010.blogspot.com/2017/11/blog-post_20.html
 蒙冤警察熊隆飞酷刑冤案全记录,https://wqw2010.blogspot.com/2017/11/blog-post_11.html
江苏爱心妈妈汪静从宁夏向阜宁县法院邮寄送达对“三无”传票异议书,https://wqw2010.blogspot.com/2017/11/blog-post_7.html
徐秦：任全牛律师再次进京要求会见民生观察记者丁灵杰遭拒  ,https://wqw2010.blogspot.com/2017/11/blog-post_89.html
民主人士杨子立或因核实武汉公民记者王涛报道失踪大学生情况而被失业,https://wqw2010.blogspot.com/2017/11/blog-post_83.html
刘敏杰案今日再开庭前会议，本周五将正式公开开庭审理,https://wqw2010.blogspot.com/2017/11/blog-post_17.html
投诉：西安长乐西苑小区业主要更换贪暴的物业公司比撼山都难,https://wqw2010.blogspot.com/2017/11/blog-post_82.html
王宗跃律师:未能会见李昱函小记,https://wqw2010.blogspot.com/2017/11/blog-post_55.html
李小玲病情加重  珠海警方仍拒绝对其取保,https://wqw2010.blogspot.com/2017/11/blog-post_6.html
李静林律师：2017年11月3日会见黄琦情况录,https://wqw2010.blogspot.com/2017/11/2017113_5.html
中国维权动态周刊总第542期（2017年10月30日-11月5日）,https://wqw2010.blogspot.com/2017/11/54220171030-115.html
刘浩律师：史庭福六四演讲寻衅滋事案进展通报,https://wqw2010.blogspot.com/2017/11/blog-post_19.html
辽宁锦州幼师李继华在中共19大会议前后被控16天(图)  ,https://wqw2010.blogspot.com/2017/11/1916.html
湖北潜江法院上演司法魔术，彭峰被“寻衅滋事”案庭前会议突然变开庭,https://wqw2010.blogspot.com/2017/11/blog-post_5.html
报道武汉大学生失踪案而遭拘押的记者王涛已获释回家（图）,https://wqw2010.blogspot.com/2017/11/blog-post_28.html
投诉：我们能接收延安市甘泉县桥镇政府这样的移民扶贫安置房吗？ ,https://wqw2010.blogspot.com/2017/11/blog-post_99.html
刘建军律师：潜江彭峰寻衅滋事案通报（2017年11月3日）  ,https://wqw2010.blogspot.com/2017/11/2017113.html
  王秋实律师：李昱函律师情况通报,https://wqw2010.blogspot.com/2017/11/blog-post_54.html
投诉：佳邻公司骗款案受害人第二次到陕西省政府上访,https://wqw2010.blogspot.com/2017/11/blog-post_13.html
被刑事拘留的江西民主人士杨霆剑（杨微）取保获释,https://wqw2010.blogspot.com/2017/11/blog-post_63.html
六四天网创始人黄琦狱中遭虐待 被殴打腿部受伤  无卫生纸使用（图）,https://wqw2010.blogspot.com/2017/11/blog-post_4.html
湖南岳阳市李学文在中共19大会议前后被控制15天(图),https://wqw2010.blogspot.com/2017/11/1915.html
78岁高龄的上海维权人士吴士豪在中共19大稳控被刑事拘留期间遭遇酷刑（图）  ,https://wqw2010.blogspot.com/2017/11/7819.html
湖南维权律师文东海律师遭遇长沙司法局迫害,https://wqw2010.blogspot.com/2017/11/blog-post_41.html
十九大前遭抓捕的江苏环保卫士嵇书龙被以“涉嫌寻衅滋事”指定监视居住,https://wqw2010.blogspot.com/2017/11/blog-post_46.html
709李文足、王峭岭：最高检连续控告第二十次纪实——说一句话，走一个人，不知道最高检羞不羞啊？,https://wqw2010.blogspot.com/2017/11/709_3.html
徐琳、刘四仿案通报： 徐琳被正式批准逮捕，刘四仿取保候审  ,https://wqw2010.blogspot.com/2017/11/blog-post_3.html
上海公民近日上街举牌为唐荆陵、袁新亭呐喊,https://wqw2010.blogspot.com/2017/11/blog-post_40.html
济南市连续三届竞选县级“议员”的独立候选人孙文广先生在中共19大会议前后被控28天,https://wqw2010.blogspot.com/2017/11/1928.html
山东王江峰因言获罪案原判2年   再判改为1年10个月（图）,https://wqw2010.blogspot.com/2017/11/2-110.html
蔺其磊律师:秦永敏案通报（2017年11月2日）,https://wqw2010.blogspot.com/2017/11/2017112.html
不服拘留案之二审判决，洛阳杨玉珍申请抗诉获受理,https://wqw2010.blogspot.com/2017/11/blog-post_35.html
范宝琳出狱一周年致谢公告  ,https://wqw2010.blogspot.com/2017/11/blog-post_2.html
河南省固始县村民保堤护田阻拦采砂车涉嫌破坏生产经营罪案件宣判，被羁押近一年的许建德获释,https://wqw2010.blogspot.com/2017/11/blog-post_67.html
犯罪嫌疑人摇身一变成原告，江苏爱心妈妈被控“名誉侵权”成被告（图）,https://wqw2010.blogspot.com/2017/11/blog-post_78.html
四川雅安陈明燕“利用邪教破坏法律实施罪”二审于2017年11月8日在雅安市中级法院开庭审理,https://wqw2010.blogspot.com/2017/11/2017118.html
李文足、王峭岭：探访遭刑拘的709辩护律师李昱函女士情况通报  ,https://wqw2010.blogspot.com/2017/11/709.html
浙江温州“宪政面馆”案的陈晨（陈宗瑶）被取消缓刑已收监（图）,https://wqw2010.blogspot.com/2017/11/blog-post_1.html
北京交通总队不查截访黑车，郑州宋会春申请行政复议,https://wqw2010.blogspot.com/2017/11/blog-post.html
因参选人大代表入狱的湖北潜江维权人士彭峰案将于11月3日开庭,https://wqw2010.blogspot.com/2017/11/113.html
宁德市访民陆惠平在中共19大会议期间被关“黑监狱”11天(图)  ,https://wqw2010.blogspot.com/2017/11/1911.html
惟有坚持才对得起这个时代 ——中国人权律师团2018年新年献辞,https://wqw2010.blogspot.com/2017/12/2018_31.html
中国维权动态周刊总第550期（2017年12月25日-31日）,https://wqw2010.blogspot.com/2017/12/55020171125-31.html
维权网：中国大陆已判在押政治犯、良心犯月度报告（2017年12月31日）第26期（共448人）（五）,https://wqw2010.blogspot.com/2017/12/2017123126448_50.html
维权网：中国大陆已判在押政治犯、良心犯月度报告（2017年12月31日）第26期（共448人）（四）,https://wqw2010.blogspot.com/2017/12/2017123126448_64.html
维权网：中国大陆已判在押政治犯、良心犯月度报告（2017年12月31日）第26期（共448人）（三）,https://wqw2010.blogspot.com/2017/12/2017123126448_26.html
维权网：中国大陆已判在押政治犯、良心犯月度报告（2017年12月31日）第26期（共448人）（二）,https://wqw2010.blogspot.com/2017/12/2017123126448_28.html
维权网：中国大陆已判在押政治犯、良心犯月度报告（2017年12月31日）第26期（共448人）（一）,https://wqw2010.blogspot.com/2017/12/2017123126448.html
维权网：中国大陆羁押未判及强迫失踪人员月度报告（2017年 12月31日）第二十七期（共299人）（下）,https://wqw2010.blogspot.com/2017/12/2017-1231299_31.html
维权网：中国大陆羁押未判及强迫失踪人员月度报告（2017年 12月31日）第二十七期（共299人）（上）,https://wqw2010.blogspot.com/2017/12/2017-1231299.html
中国曹顺利人权团队在上海的人权捍卫者近日第3次上街举牌要求中共政权立即释放全国政治犯并解除党禁报禁,https://wqw2010.blogspot.com/2017/12/3_30.html
南通一老人受拆迁惊吓丧命，张宏泉申请信息公开被刁难,https://wqw2010.blogspot.com/2017/12/blog-post_925.html
洛阳练庄发生野蛮逼迁，张葡萄申请财产安全保护,https://wqw2010.blogspot.com/2017/12/blog-post_99.html
   投诉：现代农业借款案受害人再次到西安市碑林区政府和市公安局上访,https://wqw2010.blogspot.com/2017/12/blog-post_692.html
刘霞陈述父亲冤案，跪请人权律师介入上诉   ,https://wqw2010.blogspot.com/2017/12/blog-post_81.html
刚刚出狱4天的上海人权捍卫者丁德元又遭刑事拘留  罪名为“妨害公务案罪”,https://wqw2010.blogspot.com/2017/12/4_30.html
隋牧青律师：再次会见“拈花时评”张广红通报——特色国家的大不敬罪,https://wqw2010.blogspot.com/2017/12/blog-post_80.html
上海维权公民今年第23次上街举牌要求批准《公民权利和政治权利国际公约》和要求官员公开财产,https://wqw2010.blogspot.com/2017/12/23.html
各地公民齐聚武汉声援秦永敏案情况通报（图）,https://wqw2010.blogspot.com/2017/12/blog-post_886.html
秦永敏案进展通报：延期审理开庭取消  证人许万平被重庆市公安派局国保威胁并限制自由,https://wqw2010.blogspot.com/2017/12/blog-post_639.html
伤残军人诉公安与城建局案开审，最牛第三人全面操控案件审理过程,https://wqw2010.blogspot.com/2017/12/blog-post_478.html
洛阳李村镇政府圈地案镇政府一败再败,https://wqw2010.blogspot.com/2017/12/blog-post_126.html
北京维权人士杨秋雨被刑事拘留   ,https://wqw2010.blogspot.com/2017/12/blog-post_882.html
刚刚刑满释放的上海维权人士丁德元今被绑架到派出所关押，至晚上11时许仍未释放,https://wqw2010.blogspot.com/2017/12/11.html
冯正虎第10次被变相拘留——冯正虎被非法限制人身自由第34天的日记,https://wqw2010.blogspot.com/2017/12/1034.html
程海律师、蔺其磊律师:立即撤销案件释放王全璋律师或予以取保候审的要求书   ,https://wqw2010.blogspot.com/2017/12/blog-post_44.html
常州法院隆重开审司法局行政管理案，德安司法鉴定所虽狡辩但难掩其违法事实,https://wqw2010.blogspot.com/2017/12/blog-post_75.html
2018年维权第一案筹集律师差旅费公告   ,https://wqw2010.blogspot.com/2017/12/2018.html
举报南通建工集团改制黑幕，江苏检察院以评估代替审计,https://wqw2010.blogspot.com/2017/12/blog-post_29.html
浙江顾约瑟牧师案遭检察院起诉一年后又撤回起诉，圣诞节前顾约瑟牧师无罪获释  （图）,https://wqw2010.blogspot.com/2017/12/blog-post_724.html
詹惠东（网名校长）因海祭刘晓波案昨遭警方抓捕,https://wqw2010.blogspot.com/2017/12/blog-post_655.html
 刘敏杰遭秘密重判4年半，狱友带话急需维权律师帮助二审,https://wqw2010.blogspot.com/2017/12/4_26.html
   燕薪律师：宣判后律师要求会见吴淦被拒,https://wqw2010.blogspot.com/2017/12/blog-post_122.html
709案吴淦今以“颠覆国家政权罪”获刑8年  ,https://wqw2010.blogspot.com/2017/12/7098.html
赵广军被内部“通缉”抓捕,https://wqw2010.blogspot.com/2017/12/blog-post_47.html
南通五位访民被拘留的教训：要站直做公民不要做跪民   ,https://wqw2010.blogspot.com/2017/12/blog-post_92.html
投诉：西安市经济适用房购房户到住房保障局请愿两人被抓,https://wqw2010.blogspot.com/2017/12/blog-post_67.html
隋牧青律师：没有周永康的时代又如何——苏州徐文石寻衅滋事案会见遭拒通报,https://wqw2010.blogspot.com/2017/12/blog-post_26.html
许昌宋西章上诉状揭露平顶山中院审案如同儿戏,https://wqw2010.blogspot.com/2017/12/blog-post_68.html
重庆许万平就秦永敏先生案的第三个声明,https://wqw2010.blogspot.com/2017/12/blog-post_77.html
燕薪律师、葛永喜律师：宣判前会见709吴淦情况通报,https://wqw2010.blogspot.com/2017/12/709_25.html
黄沙律师：会见林生亮情况通报,https://wqw2010.blogspot.com/2017/12/blog-post_60.html
爱心妈妈汪静万里迢迢赶赴老家江苏阜宁应诉,https://wqw2010.blogspot.com/2017/12/blog-post_84.html
蔺其磊律师：武汉中院如此通知辩护人开庭时间，真的无语了   ,https://wqw2010.blogspot.com/2017/12/blog-post_98.html
刘建军律师：彭峰寻衅滋事案辩护词,https://wqw2010.blogspot.com/2017/12/blog-post_86.html
黄汉中律师：武全律师会见简记,https://wqw2010.blogspot.com/2017/12/blog-post_31.html
上海维权人士丁德元刑满释放  众公民接风洗尘,https://wqw2010.blogspot.com/2017/12/blog-post_25.html
中国维权动态周刊总第549期（2017年11月18日-24日）,https://wqw2010.blogspot.com/2017/12/54920171118-24.html
华涌探访北京新建村6名遭刑拘村民  吁各界关注并予法律救援   ,https://wqw2010.blogspot.com/2017/12/6.html
投诉：西安市二府庄村民要求雁塔区政府履行安置房承诺   ,https://wqw2010.blogspot.com/2017/12/blog-post_55.html
江平、 贺卫方等学者律师对北京市政府驱赶外来居民的行动及其依据的行政文件向全国人大会常委会提请合宪性审查的全文,https://wqw2010.blogspot.com/2017/12/blog-post_27.html
刘正清律师：秦永敏案情况通报   ,https://wqw2010.blogspot.com/2017/12/blog-post_97.html
王永利之女儿: 原青岛市公安局长王永利狱中绝食的情况通报,https://wqw2010.blogspot.com/2017/12/blog-post_24.html
内蒙古维权访民包田米的控诉状,https://wqw2010.blogspot.com/2017/12/blog-post_41.html
刘建军律师：湖北潜江彭峰寻衅滋事案隆重开庭,https://wqw2010.blogspot.com/2017/12/blog-post_71.html
上海46万“镇保”失地农民代表第39次到上海社保局维权  要求落实城保同等待遇,https://wqw2010.blogspot.com/2017/12/4639.html
上海维权人士吴银国和妻子在上海人民广场举牌喊冤,https://wqw2010.blogspot.com/2017/12/blog-post_40.html
湖北潜江彭峰“寻衅滋事”案变相秘审，人权捍卫着伍立娟遭非法拘禁超24小时,https://wqw2010.blogspot.com/2017/12/24.html
拆迁通告引发众村民告官，洛阳洛龙区政府两审皆败,https://wqw2010.blogspot.com/2017/12/blog-post_33.html
投诉：陕西合阳县王芳梅因是人大代表集资诈骗就不能查办吗？,https://wqw2010.blogspot.com/2017/12/blog-post_45.html
