公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,合同,芜湖职业技术学院生物学院1+X粮农食品安全评价证书及有机化学实验室设备采购项目(2包粮农食品安全证书)合同公告,,WH01CG2022HW6721,"致病菌检测技能等级培训虚拟仿真教学服务系统,粮农食品安全评价证书,有机化学实验室设备,粮农食品安全证书",426600.0,芜湖职业技术学院,学校,采购人-0553-5775826,,,安徽国仪进出口贸易有限公司,中标人-0551-64287884,426600.0,2022-09-02,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/357729866/b2
中标,合同,六安职业技术学院集成电路测试实训室合同公告,,LAZY-202238,"IC制造虚拟仿真教学平台,集成电路测试实训室",1485000.0,六安职业技术学院,学校,采购人-0564-3713019,,,合肥凌翔信息科技有限公司,中标人-0551-65837778,1485000.0,2022-09-01,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/357182160/b2
中标,合同,亳州职业技术学院中药资源与鉴定虚拟仿真中心建设项目合同公告,,BZSJ2022CG144号,中药资源与鉴定虚拟仿真中心建设项目,1160000.0,亳州职业技术学院,学校,采购人-0558-3319835,,,河南优幕信息科技有限公司,张**-18003843718,1160000.0,2022-08-29,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/356364550/b2
中标,中标结果,亳州职业技术学院中药资源与鉴定虚拟仿真中心建设项目,,,中药资源与鉴定虚拟仿真中心建设项目,1160000.0,亳州职业技术学院,学校,,,,河南优幕信息科技有限公司,,1160000.0,2022-08-29,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/356402869/b2
中标,中标候选人,安徽化工学校污水处理职业技能等级培训虚拟仿真系统项目（二次）中标候选人公示,,CG-AQ-2022-743,虚拟仿真系统项目,615000.0,安徽化工学校,学校,"韩**-0556-5991152,韩**-0556-5999962",,,安徽亨联贸易发展有限公司,,615000.0,2022-08-25,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/355341976/b2
中标,中标结果,芜湖职业技术学院生物学院1+X粮农食品安全评价证书及有机化学实验室设备采购项目(2包粮农食品安全证书)中标结果公告,,FS34020120220634号,"致病菌微生物技能等级培训虚拟仿真教学服务系统,有机化学实验室设备,粮农食品安全评价证书,致病菌检测技能等级培训虚拟仿真教学服务系统,粮农食品安全证书",426600.0,芜湖职业技术学院,学校,采购人-0553-5775826,安徽省招标集团股份有限公司,张*-15339669491,安徽国仪进出口贸易有限公司,,426600.0,2022-08-25,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/355280870/b2
中标,中标结果,滁州城市职业学院生理虚拟仿真教学中心建设项目二次,,,生理虚拟仿真教学中心建设项目,680000.0,滁州城市职业学院,学校,,,,上海梦之路数字科技有限公司,,680000.0,2022-08-22,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/355648671/b2
中标,合同,滁州城市职业学院生理虚拟仿真教学中心建设项目二次合同公告,,czcg202207-098,"生理虚拟仿真教学中心建设项目,基础知识,生理虚拟实训平台,临床案例分析,在线虚拟仿真训练,综合实验虚拟仿真教学软件",680000.0,滁州城市职业学院,学校,采购人-0550-3083184,,,上海梦之路数字科技有限公司,中标人-15359033675,680000.0,2022-08-22,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/354498395/b2
中标,中标结果,六安职业技术学院集成电路测试实训室成交结果公告,,LAZY-202238,"IC制造虚拟仿真教学平台,集成电路测试实训室",1485000.0,六安职业技术学院,学校,采购人-0564-3713019,国华工程科技（集团）有限责任公司,戚*-0564-3337298,合肥凌翔信息科技有限公司,,1485000.0,2022-08-18,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/353415525/b2
中标,中标结果,亳州职业技术学院中医虚拟仿真中心（标段编号：BZSJ2022CG15101）中标公示,,BZSJ2022CG151,中医虚拟仿真中心,400000.0,亳州职业技术学院,学校,采购人-0558-3319835,亳州市公共资源交易中心,圣*-0558-5991161,亳州市华康医疗用品销售有限公司,,400000.0,2022-08-17,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/353113879/b2
中标,中标结果,亳州职业技术学院护理虚拟仿真软件项目（标段编号：BZSJ2022CG15401）中标公示,,BZSJ2022CG154,"急救护理虚拟仿真系统,四步触诊及胎心听诊虚实结合系统,护理虚拟仿真软件项目,道路事故院前急救VR实训系统,临床医学虚拟现实VR交互系统,心脏病理分析,交通事故cpr,病情观察和护理虚拟仿真系统",270000.0,亳州职业技术学院,学校,采购人-0558-3319835,亳州市公共资源交易中心,圣*-0558-5991161,亳州市华康医疗用品销售有限公司,,270000.0,2022-08-16,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/352785704/b2
中标,中标结果,安徽水利水电职业技术学院智慧物流与虚拟仿真实训室建设中标（成交）结果公告,,,智慧物流与虚拟仿真实训室建设,0.0,安徽水利水电职业技术学院,学校,,,,,,,2022-08-15,安徽,,,,,https://www.zhiliaobiaoxun.com/content/352705662/b2
中标,中标结果,安徽水利水电职业技术学院智慧物流与虚拟仿真实训室建设中标（成交）结果公告,,2022BFAHZ01650,"智慧物流与虚拟仿真实训室建设项目,智能物流构建与实训系统",897296.0,安徽水利水电职业技术学院,学校,采购人-0551-67316332,安徽省政府采购中心,"赵**-0551-66223257,周**-66223645,李*-66223646,李*-0551-66223645",北京中物汇智科技有限公司,,897296.0,2022-08-15,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/352659018/b2
中标,中标结果,亳州职业技术学院中药资源与鉴定虚拟仿真中心建设项目（标段编号：BZSJ2022CG14401）中标公示,,BZSJ2022CG144号,"中药资源与鉴定虚拟仿真中心建设项目,药材交互识别平台,物体识别屏",1160000.0,亳州职业技术学院,学校,采购人-0558-3319835,亳州市公共资源交易中心,蒋*-0558-5991063,河南优幕信息科技有限公司,,1160000.0,2022-08-15,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/352634419/b2
中标,中标结果,安徽中医药大学2022年药学院教学软件采购中标（成交）结果公告,,2022BFAHZ01473,"生产实训虚拟仿真软件,教学软件",358600.0,安徽中医药大学,学校,采购人-0551-68129113,安徽省政府采购中心,"周**-0551-66223865,周**-66223645,李*-66223646,李*-0551-66223645",合肥利米特商贸有限公司,,358600.0,2022-08-15,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/352630018/b2
中标,中标结果,滁州城市职业学院生理虚拟仿真教学中心建设项目二次中标结果公告,,czcg202207-098,"生理虚拟仿真教学中心建设项目,窗体顶端",680000.0,滁州城市职业学院,学校,丁**-15955502309,安徽立地工程咨询有限公司,"翁**-13965950189,全**-0550-3831128,丁**-15955502309",上海梦之路数字科技有限公司,,680000.0,2022-08-12,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/351491528/b2
中标,合同,滁州城市职业学院生理虚拟仿真教学中心建设项目二次开标记录,,,生理虚拟仿真教学中心建设项目,0.0,滁州城市职业学院,学校,,,,,,,2022-08-11,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/351289793/b2
中标,中标结果,安徽理工大学虚拟仿真实验软件开发项目成交结果公告,,2022ZXCG0011,虚拟仿真实验软件开发项目,440000.0,安徽理工大学,学校,李**-0554-6639804,淮南众信政府采购代理服务有限公司,代理联系人-0554-2687798,北京润尼尔网络科技有限公司,,440000.0,2022-08-10,安徽,淮南,,,,https://www.zhiliaobiaoxun.com/content/350898122/b2
中标,合同,安徽职业技术学院2022年职业教育示范性虚拟仿真实训基地建设项目合同公告,,340000222420504300001,"虚拟仿真实训基地建设项目,示范基地",6042200.0,安徽职业技术学院,学校,采购人-13956029070,,,安徽卷云信息技术有限公司,中标人-0551-63667429,6042200.0,2022-08-10,安徽,,,,,https://www.zhiliaobiaoxun.com/content/351022043/b2
中标,中标结果,安徽医科大学2022年实验教学中心临床医学情景式教学课程建设设备采购第1包实验教学中心虚拟仿真实验教学相关设备采购中标（成交）结果公告,,2022BFAHZ01765,"虚拟仿真实验教学相关设备,临床医学情景式教学课程建设设备",1474700.0,安徽医科大学,学校,采购人-0551-65167852,安徽省政府采购中心,"闫**-0551-66223736,李*-66223646,李*-0551-66223645",合肥麦蒂医学科技有限公司,,1474700.0,2022-08-09,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/350673861/b2
中标,中标结果,安徽医科大学2022年实验教学中心临床医学情景式教学课程建设设备采购第2包实验教学中心虚拟仿真实验教学中心及OSCE考站UPS（不间断电源）等智能化设备采购中标（成交）结果公告,,2022BFAHZ01765,"虚拟仿真实验教学中心,服务器,智能化设备,不间断电源,UPS,临床医学情景式教学课程建设设备",773888.0,安徽医科大学,学校,采购人-0551-65167852,安徽省政府采购中心,"闫**-0551-66223736,李*-66223646,李*-0551-66223645",安徽思云特智能工程技术有限公司,,773888.0,2022-08-09,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/350673886/b2
中标,中标结果,2022年安徽师范大学高水平大学建设项目四期的中标公告,,FSKY34000120225132号,"运动生理学虚拟仿真实验平台,高水平大学建设项目,无线便携录播平板电脑,三维测力台系统,红外运动捕捉系统,多功能酶标仪",0.0,安徽师范大学,学校,王**-0553-5910277,江苏大成工程咨询有限公司,余*-18726216696,"上海梦之路数字科技有限公司
赢富仪器科技（上海）有限公司
安徽国仪进出口贸易有限公司
合肥宽博仪器有限公司
安徽云山科技有限公司",,"689600.0
1028900.0
958000.0
792000.0
165620.0",2022-08-05,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/349492622/b2
中标,合同,巢湖学院2022年网络系统建设与运维1+X实验室采购合同（第2包：SDN实验平台）公告,,预20220320号,"SDN实验平台,网络系统建设与运维1X实验室,虚拟网络仿真实训平台,网络实验资源包",299700.0,巢湖学院,学校,李**-0551-82362635,,,南京秉蔚信息科技有限公司,中标人-025-69907548,299700.0,2022-07-29,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/347094374/b2
中标,中标结果,马鞍山师范高等专科学校全国职业院校技能大赛虚拟仿真软件（气相三维仿真操作软件OBEGCV3.0）采购单一来源采购公示,,,"气相三维虚拟仿真软件,气相三维仿真操作软件",150000.0,马鞍山师范高等专科学校,学校,陈**-0555-8215935,安徽兴满招投标代理服务有限公司,"朱**-15385550689,代理联系人-0555-6777795",北京欧倍尔软件技术开发有限公司,,150000.0,2022-07-28,安徽,马鞍山,,,,https://www.zhiliaobiaoxun.com/content/346971491/b2
中标,合同,皖西学院智能制造实验实训中心建设项目第二包的合同公告,,FSSD34000120225235号001,"虚拟仿真实验教学平台,智能制造实验实训中心建设项目",198500.0,皖西学院,学校,采购人-0564-3305527,安徽润泽项目管理有限公司,,山东经世智能科技有限公司,沈*-17616231063,198500.0,2022-07-27,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/346707171/b2
中标,合同,安徽工业大学教学设备采购（二）合同公告,,MASCG-0-F-H-2022-0734,"集成电路制造和封测虚拟仿真平台,教学设备,集成电路设计实验系统",214660.0,安徽工业大学,学校,张**-0555-2311291,,,安徽青软晶芒微电子科技有限公司,中标人-0551-62869189,214660.0,2022-07-25,安徽,马鞍山,,,,https://www.zhiliaobiaoxun.com/content/345728735/b2
中标,中标结果,安徽工业大学教学设备采购（二）-包3,,MASCG-0-F-H-2022-0734,"集成电路制造和封测虚拟仿真平台,教学设备,集成电路设计实验系统",214660.0,安徽工业大学,学校,张**-0555-2311291,,,安徽青软晶芒微电子科技有限公司,中标人-0551-62869189,214660.0,2022-07-25,安徽,马鞍山,,,,https://www.zhiliaobiaoxun.com/content/345721266/b2
中标,合同,黄山职业技术学院VR虚拟仿真综合实训基地采购项目合同公告,,HJACG2022G059,"VR虚拟仿真综合实训基地,VR工作站",3438000.0,黄山职业技术学院,学校,,,,安徽竞拓信息科技有限公司,,3438000.0,2022-07-22,安徽,黄山,,,,https://www.zhiliaobiaoxun.com/content/345043720/b2
中标,中标结果,安徽职业技术学院2022年职业教育示范性虚拟仿真实训基地建设中标（成交）结果公告,,,虚拟仿真实训基地建设,0.0,安徽职业技术学院,学校,,,,,,,2022-07-19,安徽,,,,,https://www.zhiliaobiaoxun.com/content/344231104/b2
中标,中标结果,黄山职业技术学院VR虚拟仿真综合实训基地采购项目中标结果公告,,HJACG2022G059,"VR虚拟仿真综合实训基地,VR工作站,机房建设项目,电脑教室设备采购及安装项目,实训设备,教学实训教室项目",3438000.0,黄山职业技术学院,学校,程**-0559-2591067,黄山市政府集中采购中心,张**-0559-2352070,安徽竞拓信息科技有限公司,,3438000.0,2022-07-19,安徽,黄山,,,,https://www.zhiliaobiaoxun.com/content/344303650/b2
中标,中标结果,安徽医科大学2022年实验教学中心临床医学情景式教学课程建设设备采购,,2022BFAHZ01765,"虚拟仿真实验教学中心,服务器,智能化设备,不间断电源,UPS,临床医学情景式教学课程建设设备,虚拟仿真实验教学相关设备",0.0,安徽医科大学,学校,采购人-0551-65167852,安徽省政府采购中心,"闫**-0551-66223736,李*-0551-66223646,李*-0551-66223645","合肥麦蒂医学科技有限公司
安徽思云特智能工程技术有限公司",,"1474700.0
773888.0",2022-07-19,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/353035904/b2
中标,中标结果,滁州城市职业学院生理虚拟仿真教学中心建设项目二次,,,生理虚拟仿真教学中心建设项目,0.0,滁州城市职业学院,学校,,安徽立地工程咨询有限公司,,,,,2022-07-18,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/343861491/b2
中标,中标结果,安徽工业大学教学设备采购（二）中标（成交）结果公告,,MASCG-0-F-H-2022-0734,"集成电路制造和封测虚拟仿真平台,霍尔效应实验仪,集成电路设计实验系统,教学设备,电容电压特性测试仪,微电子器件设计试验箱,单晶非平衡少数载流子寿命测试仪",0.0,安徽工业大学,学校,张**-0555-2311291,马鞍山市兴马项目咨询有限公司,"戴**-0555-5200278,吕*-0555-5200378","安徽青软晶芒微电子科技有限公司
安徽斯菲墨信息科技有限公司",,"1310820.0
431100.0",2022-07-18,安徽,马鞍山,,,,https://www.zhiliaobiaoxun.com/content/344330863/b2
中标,中标结果,安徽职业技术学院2022年职业教育示范性虚拟仿真实训基地建设见证书,,2022BFAHZ01462,虚拟仿真实训基地建设项目,6042200.0,安徽职业技术学院,学校,,"安徽合肥公共资源交易中心,安徽省政府采购中心",,安徽卷云信息技术有限公司,,6042200.0,2022-07-17,安徽,,,,,https://www.zhiliaobiaoxun.com/content/343488359/b2
中标,中标结果,安徽职业技术学院2022年职业教育示范性虚拟仿真实训基地建设,,2022BFAHZ01462,"虚拟仿真实训基地建设项目,智能交互平板,虚拟现实内容管理平台",6042200.0,安徽职业技术学院,学校,樊**-0551-64689059,安徽省政府采购中心,"赵**-0551-66223257,李*-0551-66223645",安徽卷云信息技术有限公司,,6042200.0,2022-07-15,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/343299841/b2
中标,中标结果,巢湖学院2022年网络系统建设与运维1+X实验室第2包SDN实验平台中标（成交）结果公告[2022],,2022BFAHZ01472,"SDN实验平台,虚拟网络仿真实训平台,网络系统建设与运维1X实验室项目",299700.0,巢湖学院,学校,李**-0551-82362635,安徽省政府采购中心,"周**-0551-66223865,周**-66223645",南京秉蔚信息科技有限公司,,299700.0,2022-07-15,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/343280250/b2
中标,中标结果,【评标委员会组建申请】黄山职业技术学院VR虚拟仿真综合实训基地采购项目,,D01-12341000586130960B-20220615-000331-9,VR虚拟仿真综合实训基地,0.0,黄山职业技术学院,学校,,,,,,,2022-07-14,安徽,黄山,,,,https://www.zhiliaobiaoxun.com/content/342992523/b2
中标,中标结果,安徽商贸职业技术学院虚拟仿真资源开发项目,,22AT52050804713,虚拟仿真资源开发项目,111500.0,安徽商贸职业技术学院,学校,赵**-0553-5972879,安徽安天利信工程管理股份有限公司,"邓*-18130374117,江*-15955353322",安徽艺像网络科技有限公司,,111500.0,2022-07-14,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/342980728/b2
中标,中标结果,【成交公告】转载：安徽工商职业学院2022年人工智能与虚拟仿真体验中心建设中标（成交）结果公告,,2022BFAHZ01411,"人工智能与虚拟仿真体验中心建设,电脑终端",4580000.0,安徽工商职业学院,学校,采购人-0551-65659240,安徽省政府采购中心,"陶*-0551-66223932,陶*-66223923",京东方智慧物联科技有限公司,,4580000.0,2022-07-13,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/342582903/b2
中标,中标结果,【中标2221】VR虚拟仿真教学资源建设项目,,BZVTCCG[2022]21,VR虚拟仿真教学资源建设项目,196500.0,马克思主义学院,学校,"采购人-0558-3319838,采购人-0558-3319835",,,安徽荣绘地理信息技术有限公司,,196500.0,2022-07-12,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/351643287/b2
中标,中标结果,【中标2220】药用植物栽培虚拟仿真项目,,BZVTCCG[2022]20,药用植物栽培虚拟仿真项目,150000.0,亳州职业技术学院,学校,"采购人-0558-3319873,采购人-0558-3319835",,,北京欧倍尔软件技术开发有限公司,,150000.0,2022-07-12,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/351643294/b2
中标,中标结果,安徽工商职业学院2022年跨境电商教学一体化实训基地建设中标（成交）结果公告[2022],,2022BFAHZ01421,"虚拟仿真平台,实训基地建设项目,跨境电商教学一体化实训基地建设",2784282.0,安徽工商职业学院,学校,采购人-0551-65659240,安徽省政府采购中心,"陶*-0551-66223932,陶*-66223923,李*-66223646,李*-0551-66223645",深圳集智软件开发有限公司,,2784282.0,2022-07-11,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/362337358/b2
中标,中标结果,安徽省淮北卫生学校解剖虚拟仿真系统成交结果公告,,HJCG22-27,解剖虚拟仿真系统,149800.0,安徽省淮北卫生学校,学校,丁*-13866898172,,,河南中博科技有限公司,,149800.0,2022-06-29,安徽,淮北,,,,https://www.zhiliaobiaoxun.com/content/341673338/b2
中标,中标结果,安徽省淮北卫生学校老年护理虚拟仿真系统采购项目成交结果公告,,HJCG22-26,老年护理虚拟仿真系统,275000.0,安徽省淮北卫生学校,学校,丁*-13866898172,,,江西医迈隆科技有限公司,,275000.0,2022-06-28,安徽,淮北,,,,https://www.zhiliaobiaoxun.com/content/341672393/b2
中标,合同,安徽理工大学2022年虚拟仿真实验教学建设项目1包政府采购合同公告,,FSSD34000120223035号001,"虚拟仿真实验教学建设项目,矿井提升虚拟仿真实验教学系统",436100.0,安徽理工大学,学校,采购人-0554-6668244,安徽鼎信项目管理股份有限公司,,安徽信力信息技术有限公司,中标人-15305546006,436100.0,2022-06-28,安徽,淮南,,,,https://www.zhiliaobiaoxun.com/content/337882045/b2
中标,中标结果,巢湖学院2022年光电子技术虚拟仿真实验教学项目成交公告,,HCZB-2022-ZB0475,光电子技术虚拟仿真实验教学项目,81800.0,巢湖学院,学校,李**-0551-82362635,巢湖学院华采招标集团有限公司,"王**-13865916101,章*-0551-62620513",合肥欣荣科学仪器有限公司,,81800.0,2022-06-28,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/337925762/b2
中标,中标结果,皖西学院金融虚拟仿真实验课程平台采购项目,,AHRZ2022 06052,金融虚拟仿真实验课程平台,198500.0,皖西学院,学校,,安徽润泽项目管理有限公司,张**-0564-3305031,深圳市天择教育科技有限公司,,198500.0,2022-06-27,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/341669540/b2
中标,中标结果,六安职业技术学院集成电路测试实训室单一来源公示,,GZ-2022030,"IC制造虚拟仿真教学平台,集成电路应用开发资源系统,集成电路开发教学平台,电子产品设计创新云平台,集成电路开发及应用训练配件包,集成电路测试实训室设备",1494000.0,六安职业技术学院,学校,李*-18095642505,,,合肥凌翔信息科技有限公司,,1494000.0,2022-06-27,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/337282280/b2
中标,中标结果,安徽农业大学模拟广交会虚拟仿真教学实验项目软件开发服务采购项目成交公告,,ZB202205348,虚拟仿真教学实验项目软件开发服务,78800.0,安徽农业大学,学校,范**-0551-65786084,安徽鼎信项目管理股份有限公司,"代理联系人-15156544413,代理联系人-0551-65860136-8634",北京鑫锐诚毅数字科技有限公司,,78800.0,2022-06-23,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/335648202/b2
中标,中标结果,安徽职业技术学院2022年职业教育示范性虚拟仿真实训基地建设,,2022BFAHZ01462,"虚拟仿真实训基地建设项目,智能交互平板,虚拟现实内容管理平台",6042200.0,安徽职业技术学院,学校,樊**-0551-64689059,安徽省政府采购中心,"赵**-0551-66223257,李*-0551-66223645",安徽卷云信息技术有限公司,,6042200.0,2022-06-22,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/343528324/b2
中标,合同,安徽工业经济职业技术学院电气工程学院职业技能大赛设备采购第3包的合同公告,,FS34000120222645号002,"5G全网建设与优化虚拟仿真教学软件,职业技能大赛设备,5G站点工程仿真系统,IUV统一管理平台",197200.0,安徽工业经济职业技术学院,学校,采购人-0551-63635414,安徽省招标集团股份有限公司,,合肥鸣州信息技术有限公司,中标人-17368893093,197200.0,2022-06-22,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/335233678/b2
中标,中标结果,滁州城市职业学院生理虚拟仿真教学中心建设项目,,,生理虚拟仿真教学中心建设项目,0.0,滁州城市职业学院,学校,,安徽立地工程咨询有限公司,,,,,2022-06-21,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/334845218/b2
