公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,中标结果,东阳市鑫盛工程咨询有限公司关于浙江广厦建设职业技术大学环艺数字化 虚拟仿真综合实训基地、包装印媒综合实训室、家具设计实训室、宣传设备、绿色校园创建能耗管理系统建设采购项目的中标结果公告,,XSGYCG2022-2 06,"数字化虚拟仿真综合实训基地,PC机,LED大屏幕,打印复印扫描一体机,全画幅单反数码相机,宣传设备,摄象机,肩扛摄录一体机,全画幅微单相机,能耗监测平台软件,漏水探测器,可移动电视,三脚架,调音台,数据库服务器,笔记本电脑,虚拟现实设计软件,法兰水表组成安装,包装印媒综合实训室,家具设计实训室,高清标准镜头,绿色校园创建能耗管理系统建设,虚拟现实交互头盔,3D全息互动投影仪,用电监控系统软件,变电所监测管理系统软件,给水管网监测系统软件,给水管网测漏系统软件,三维地下管网系统软件,校园管网探测",0.0,浙江广厦建设职业技术大学,学校,"陈**-13777522690,张**-18602709449,张**-13454998275,钱**-13758958619",东阳市鑫盛工程咨询有限公司,王**-0579-86018280,"常州常工电子科技股份有限公司
杭州科锐创新科技有限公司
杭州佳文信息科技有限公司",,"1275300.0
985000.0
346251.0",2022-09-02,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/357797242/b2
中标,合同,浙江财经大学网上办事大厅和网络安全等级保护测评服务的合同公告,,ZJJY-20220517-01,"虚拟仿真平台等级保护评测,教学科研系统,校务管理系统,招生就业系统,门户网站群系统,综合服务系统,网上办事大厅和网络安全等级保护测评服务",150000.0,浙江财经大学,学校,鲍**-0571-86732900,浙江建友工程咨询有限公司,,杭州中尔网络科技有限公司,中标人-13958029518,150000.0,2022-09-02,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/357783187/b2
中标,中标结果,智能装备虚拟仿真实训室服务器项目（一）成交公告,,62022081992126338,智能装备虚拟仿真实训室服务器项目,318500.0,杭州职业技术学院,学校,雷**-0571-56700121,,,杭州杭联电脑有限公司,,318500.0,2022-08-31,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/356918342/b2
中标,合同,虚拟仿真实验教学项目的合同,,,虚拟仿真实验教学项目,0.0,,其他,,,,,,,2022-08-30,浙江,,,,,https://www.zhiliaobiaoxun.com/content/356628768/b2
中标,合同,虚拟仿真实验教学项目的合同,,,虚拟仿真实验教学项目,0.0,浙江外国语学院,学校,,,,杭州逢坪教育科技有限公司,,0.0,2022-08-30,浙江,,,,,https://www.zhiliaobiaoxun.com/content/356744949/b2
中标,合同,虚拟仿真实验教学项目的合同公告,,QSZB-Z（H）-B22271（GK）,"虚拟仿真实验教学项目,宋代瓷器古法烧制及其诗词文化衍生虚拟仿真实验",159400.0,浙江外国语学院,学校,吴**-0571-88213026,浙江求是招标代理有限公司,,杭州逢坪教育科技有限公司,中标人-13625716851,159400.0,2022-08-30,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/356600858/b2
中标,合同,虚拟仿真实验教学（第二批）项目的合同,,,虚拟仿真实验教学,0.0,,其他,,,,,,,2022-08-30,浙江,,,,,https://www.zhiliaobiaoxun.com/content/356628746/b2
中标,合同,虚拟仿真实验教学（第二批）项目的合同公告,,QSZB-Z（H）-B22272（GK）,"虚拟仿真实验教学第二批项目,文化冲突与应急处置虚拟仿真实验",87000.0,浙江外国语学院,学校,吴**-0571-88213026,浙江求是招标代理有限公司,,南京斯维尔信息科技有限公司,中标人-15651038693,87000.0,2022-08-30,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/356600869/b2
中标,合同,绍兴文理学院生命科学学院虚拟仿真教学实训建设项目的合同,,,虚拟仿真教学实训建设项目,0.0,绍兴文理学院生命科学学院,学校,,,,,,,2022-08-30,浙江,,,,,https://www.zhiliaobiaoxun.com/content/356741382/b2
中标,合同,虚拟仿真实验教学（第二批）项目的合同公告,,QSZB-Z（H）-B22272（GK）,"虚拟仿真实验教学第二批项目,国际组织与全球治理人才虚拟仿真实验",105000.0,浙江外国语学院,学校,吴**-0571-88213026,浙江求是招标代理有限公司,,南京卓尚智能科技有限公司,中标人-15380769700,105000.0,2022-08-30,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/356600872/b2
中标,合同,大数据智能财务虚拟仿真平台（第三次）的合同公告,,中磊-zjzl-JX（2022）第3-2号,大数据智能财务虚拟仿真平台,496000.0,嘉兴学院,学校,许**-0573-83647304,浙江中磊工程咨询有限公司,,沈阳跃客教育科技有限公司,中标人-18842572797,496000.0,2022-08-30,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/356549509/b2
中标,中标结果,关于虚拟仿真实训基地建设监理采购项目中标公告,,,虚拟仿真实训基地建设监理,89380.0,浙江国际海运职业技术学院,学校,,校招标投标办公室,葛**-0580-2095055,浙江天信咨询监理有限公司,,89380.0,2022-08-30,浙江,,,,,https://www.zhiliaobiaoxun.com/content/356691173/b2
中标,中标结果,关于浙江国际海运职业技术学院虚拟仿真实训基地建设项目的中标(成交)结果公告,,SZGXZS2022089,虚拟仿真实训基地建设项目,0.0,浙江国际海运职业技术学院,学校,葛**-0580-2095055,深圳市国信招标有限公司,"任**-13567673203,代理联系人-13857236444","深圳市方直科技股份有限公司
北京中匠云智能科技有限公司
深圳国腾安职业教育科技有限公司
北京云圈科技有限公司",,"0.0
5686800.0
0.0
0.0",2022-08-30,浙江,舟山,,,,https://www.zhiliaobiaoxun.com/content/356724210/b2
中标,合同,虚拟仿真实验教学（第二批）项目的合同公告,,QSZB-Z（H）-B22272（GK）,"虚拟仿真实验教学系统,虚拟仿真实验教学第二批项目",85000.0,浙江外国语学院,学校,吴**-0571-88213026,浙江求是招标代理有限公司,,南京斯维尔信息科技有限公司,中标人-15651038693,85000.0,2022-08-30,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/356600870/b2
中标,合同,绍兴文理学院生命科学学院虚拟仿真教学实训建设项目的合同公告,,YH2022-07067,"虚拟仿真教学实训建设项目,土壤污染修复",1119000.0,绍兴文理学院,学校,采购人-0575-88342889,耀华建设管理有限公司,,北京欧倍尔软件技术开发有限公司,中标人-15662765531,1119000.0,2022-08-30,浙江,绍兴,,,,https://www.zhiliaobiaoxun.com/content/356703191/b2
中标,合同,大数据智能财务虚拟仿真平台（第三次）的合同,,,大数据智能财务虚拟仿真平台,0.0,,其他,,,,,,,2022-08-30,浙江,,,,,https://www.zhiliaobiaoxun.com/content/356575700/b2
中标,合同,绍兴文理学院生命科学学院虚拟仿真教学实训建设项目的合同公告,,YH2022-07067,"虚拟仿真教学实训建设项目,野外实习",1150000.0,绍兴文理学院,学校,采购人-0575-88342889,耀华建设管理有限公司,,北京润尼尔网络科技有限公司,中标人-13261231198,1150000.0,2022-08-30,浙江,绍兴,,,,https://www.zhiliaobiaoxun.com/content/356703208/b2
中标,中标结果,浙江求是招标代理有限公司关于电工电子虚拟仿真实验室系统更新的中标(成交)结果公告,,QSZB-Z（F）-C22247（GK）,电工电子虚拟仿真实验室系统更新,0.0,浙江开放大学,学校,孙**-0571-88052557,浙江求是招标代理有限公司,李*-0571-87666115,"北京润尼尔网络科技有限公司
北京宏远长丰科技有限公司
北京一众延泰科技有限公司",,"119000.0
0.0
0.0",2022-08-30,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/356703204/b2
中标,中标结果,东阳市鑫盛工程咨询有限公司关于浙江广厦建设职业技术大学国家电子商务虚拟仿真实验教学中心广厦大学分中心的中标结果公告,,XSGYCG2022-2 10,"电子商务虚拟仿真实验教学中心广厦大学分中心,打磨平台,海外智能营销实训云软件系统,跨境电商营销与运行决策模拟沙盘系统,创新创业项目打造平台,数字营销技术技能服务平台,商务大数据智能实训平台,创新创业教学实训平台",0.0,浙江广厦建设职业技术大学,学校,,东阳市鑫盛工程咨询有限公司,胡**-0579-86633123,"杭州贝腾科技有限公司
宁波君瀚电子科技有限公司
珍岛信息技术（上海）股份有限公司
杭州石方信息科技有限公司",,"529100.0
496800.0
730000.0
200000.0",2022-08-30,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/356711839/b2
中标,合同,杭州市乔司职业高级中学智能虚拟仿真焊接实训室设施设备采购项目的合同公告,,HYZFCGDL-2022-028,"智能虚拟仿真焊接实训室设施设备,集成式智能仿真焊接主机柜",619780.0,杭州市乔司职业高级中学,学校,张**-0571-56923310,杭州泓远工程咨询有限公司,,鑫瑞璟教育科技（杭州）有限公司,中标人-13666698985,619780.0,2022-08-29,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/356302179/b2
中标,中标结果,浙江中创招投标有限公司关于宁波职业技术学院阳明学院3D打印实训室建设项目的中标(成交)结果公告,,ZJZC-223253,"增材制造虚拟仿真考核平台,3D打印实训室建设项目,光固化桌面3D打印机,金属3D打印机",0.0,宁波职业技术学院,学校,陈**-0574-86891262,浙江中创招投标有限公司,张**-0574-87179082,"天津博诺智创机器人技术有限公司
杭州灿态信息技术有限公司
浙江格创教育科技有限公司
杭州中测科技有限公司",,"0.0
0.0
0.0
1961000.0",2022-08-29,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/356371951/b2
中标,中标结果,嘉兴嘉兴南湖学院互联网+跨境电子商务速卖通虚拟仿真系统项目的成交结果公告,,南湖采竞磋[2022]12号,虚拟仿真系统项目,166500.0,嘉兴南湖学院,学校,俞**-18357388718,浙江槿阳建设管理有限公司,吴**-13758072149,南京步惊云软件有限公司,,166500.0,2022-08-26,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/355444322/b2
中标,合同,虚拟仿真实验教学项目的合同公告,,QSZB-Z（H）-B22271（GK）,虚拟仿真实验教学项目,159400.0,浙江外国语学院,学校,吴**-0571-88213026,浙江求是招标代理有限公司,,杭州逢坪教育科技有限公司,中标人-13625716851,159400.0,2022-08-25,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/355334604/b2
中标,合同,虚拟仿真实验教学项目的合同,,,虚拟仿真实验教学项目,0.0,,其他,,,,,,,2022-08-25,浙江,,,,,https://www.zhiliaobiaoxun.com/content/355339831/b2
中标,合同,虚拟仿真实验教学项目的合同,,,虚拟仿真实验教学项目,0.0,浙江外国语学院,学校,,,,杭州逢坪教育科技有限公司,,0.0,2022-08-25,浙江,,,,,https://www.zhiliaobiaoxun.com/content/355440173/b2
中标,合同,浙江工商职业技术学院2022年现代模具制造虚拟仿真实训基地采购项目的合同,,,现代模具制造虚拟仿真实训基地,0.0,浙江工商职业技术学院,学校,,,,,,,2022-08-25,浙江,,,,,https://www.zhiliaobiaoxun.com/content/355298599/b2
中标,合同,浙江工商职业技术学院2022年现代模具制造虚拟仿真实训基地采购项目的合同公告,,ZJWS-GS202210G,现代模具制造虚拟仿真实训基地,1229300.0,浙江工商职业技术学院,学校,采购人-13600621355,浙江五石中正工程咨询有限公司,,浙江百阳教育科技有限公司,中标人-15867179145,1229300.0,2022-08-25,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/355271529/b2
中标,合同,杭州师范大学心血管疾病介入诊疗技术虚拟仿真实验教学系统建设项目的合同（20220134）公告,,HZNU-2022130,心血管疾病介入诊疗技术虚拟仿真实验教学系统建设项目,448000.0,杭州师范大学,学校,采购人-0571-28865149,浙江中诺招标代理有限公司,,杭州东讯计算机信息技术有限公司,中标人-13588091951,448000.0,2022-08-25,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/355318344/b2
中标,合同,杭州师范大学心血管疾病介入诊疗技术虚拟仿真实验教学系统建设项目的合同（20220134）,,20220134,心血管疾病介入诊疗技术虚拟仿真实验教学系统建设项目,0.0,杭州师范大学,学校,,,,,,,2022-08-25,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/355325496/b2
中标,合同,嘉兴职业技术学院智能制造学院航空仿真虚拟实训中心VR教学设备及软件采购项目的合同,,,VR教学设备及软件,0.0,嘉兴职业技术学院智能制造学院航空仿真虚拟实训中心,政府及事业单位,,,,,,,2022-08-24,浙江,,,,,https://www.zhiliaobiaoxun.com/content/354969579/b2
中标,合同,嘉兴职业技术学院智能制造学院航空仿真虚拟实训中心VR教学设备及软件采购项目的合同公告,,SHHR-2022-013,VR教学设备及软件,878000.0,嘉兴职业技术学院,学校,张**-0573-89978125,上海华瑞建设经济咨询有限公司,,北京飞安航空科技有限公司,中标人-13811010687,878000.0,2022-08-24,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/354934002/b2
中标,中标结果,浙江省杭州高级中学关于学科专用仪器设备1件等的竞价采购成交公告,,62022081906536153,"PYTHON虚拟仿真实训编程,积木机器人,迷你传送带,萝卜圈,仪器设备,机械臂基础版,无人驾驶小车,场景式互动编程实验墙,控制器扩展包,航天英雄挑战赛高中组配件包,视觉传感器,非攻普及赛场地套装",291296.0,浙江省杭州高级中学,学校,,,,杭州璐尚信息科技有限公司,,291296.0,2022-08-24,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/354942661/b2
